STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT22
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/8/13,0.03,,,88,71,73,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/9/13,0.26,,,88,73,73,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/10/13,0.03,,,87,73,74,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/11/13,0.43,,,88,72,73,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/12/13,0.13,,,80,72,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/13/13,0.01,,,75,70,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/14/13,0.48,,,79,70,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/15/13,0,,,87,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/16/13,0,,,90,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/17/13,0,,,93,70,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/18/13,0,,,92,74,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/19/13,0,,,93,75,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/20/13,0,,,91,75,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/21/13,0,,,88,74,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/22/13,0,,,88,73,73,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/23/13,0,,,88,73,75,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/24/13,0,,,89,71,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/25/13,0,,,92,71,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/26/13,0,,,79,63,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/27/13,0,,,85,63,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/28/13,0.11,,,86,68,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/29/13,0.13,,,86,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/30/13,0,,,84,63,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,7/31/13,0,,,87,63,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/1/13,0.26,,,81,70,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/2/13,0.01,,,82,67,67,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/3/13,0,,,87,67,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/4/13,0.45,,,86,70,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/5/13,0,,,82,63,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/6/13,0,,,83,63,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/7/13,0.14,,,81,68,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/8/13,0,,,87,70,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/9/13,0,,,88,72,74,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/10/13,0,,,90,74,76,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/11/13,0.18,,,93,72,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/12/13,0,,,91,72,74,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/13/13,1.27,,,91,72,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/14/13,0.08,,,87,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/15/13,0,,,74,59,59,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/16/13,0,,,76,59,59,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/17/13,0,,,70,59,64,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/18/13,0.36,,,72,64,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/19/13,0.41,,,80,67,67,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/20/13,0.24,,,73,67,69,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/21/13,0,,,80,69,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/22/13,0.07,,,85,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/23/13,0,,,85,70,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/24/13,0,,,85,65,65,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/25/13,0,,,83,61,61,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/26/13,0,,,80,57,57,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/27/13,0,,,82,57,62,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/28/13,0,,,85,62,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/29/13,0,,,79,70,74,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/30/13,0,,,85,67,67,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,8/31/13,0,,,87,67,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/1/13,0,,,87,67,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/2/13,1.49,,,89,70,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/3/13,0,,,85,71,72,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/4/13,0.2,,,82,68,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/5/13,0,,,82,67,67,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/6/13,0,,,84,63,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/7/13,0,,,80,59,59,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/8/13,0,,,81,59,64,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/9/13,0,,,84,63,66,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/10/13,0,,,84,66,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/11/13,0,,,87,66,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/12/13,0,,,89,68,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/13/13,0,,,88,70,70,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/14/13,0,,,84,60,60,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/15/13,0,,,73,54,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/16/13,0.08,,,78,54,67,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/17/13,0,,,81,61,61,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/18/13,0,,,77,52,52,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/19/13,0,,,72,51,57,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/20/13,0.02,,,74,57,64,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/22/13,1.07,,,76,65,65,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/23/13,0,,,76,54,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/24/13,0,,,70,53,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/25/13,0,,,72,54,55,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/26/13,0,,,72,55,60,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/27/13,0,,,75,55,55,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/28/13,0,,,71,53,53,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/29/13,0,,,70,53,53,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,9/30/13,0,,,72,53,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/1/13,0,,,73,53,53,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/2/13,0,,,80,53,58,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/3/13,0,,,81,58,59,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/4/13,0,,,82,58,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/5/13,0,,,83,62,62,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/6/13,0,,,84,62,64,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/7/13,0.12,,,78,64,71,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/8/13,0.53,,,73,58,58,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/9/13,0.01,,,61,57,57,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/10/13,0.18,,,62,54,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/11/13,0.05,,,60,54,59,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/12/13,0,,,65,59,61,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/13/13,0.01,,,68,61,62,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/14/13,0.14,,,66,62,62,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/15/13,0.03,,,64,54,54,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/16/13,0,,,69,54,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/17/13,0,,,73,57,57,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/19/13,0,,,69,57,58,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/20/13,0.03,,,69,48,48,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/21/13,0,,,63,40,41,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/22/13,0,,,63,40,52,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/23/13,0.02,,,63,52,57,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/24/13,0,,,64,39,39,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/25/13,0,,,56,38,41,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/26/13,0,,,54,30,30,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/27/13,0,,,55,30,42,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/28/13,0,,,63,41,45,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,10/29/13,0,,,66,45,50,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/1/13,0,,,72,54,58,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/2/13,0,,,73,58,58,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/3/13,1.3,,,72,50,50,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/4/13,0,,,70,40,40,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/5/13,0,,,63,35,35,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/6/13,0,,,54,35,36,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/7/13,0,,,57,36,44,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/8/13,0,,,69,33,33,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/9/13,0,,,57,31,31,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/10/13,0,,,59,31,37,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/11/13,0,,,69,36,36,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/12/13,0,,,56,33,37,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/13/13,0.03,,,59,29,29,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/14/13,0,,,43,25,25,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/15/13,0,,,55,25,31,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/16/13,0,,,60,31,50,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/17/13,0,,,65,50,52,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/18/13,0.05,,,69,52,63,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/19/13,0,,,73,43,43,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/20/13,0,,,73,38,38,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/21/13,0,,,52,37,42,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/22/13,0,,,59,42,47,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/23/13,0.03,,,69,47,53,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/24/13,0,,,59,30,30,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/25/13,0,,,37,20,20,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/26/13,0,,,41,20,38,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/27/13,1.56,,,67,38,49,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/28/13,0.27,,,49,25,25,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/29/13,0,,,42,25,26,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,11/30/13,0,,,48,25,27,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/1/13,0,,,47,27,28,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/2/13,0,,,56,28,37,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/3/13,0,,,57,33,33,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/4/13,0.02,,,57,33,50,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/5/13,0,,,57,35,35,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/6/13,0,,,56,35,35,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/7/13,0.26,,,57,34,34,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/8/13,0,,,56,34,35,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/9/13,0.12,,,36,33,36,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/10/13,0.5,,,46,36,46,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/11/13,0.23,,,46,27,28,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/12/13,0,,,48,27,28,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/13/13,0,,,43,23,24,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/14/13,0.01,,,49,24,38,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/15/13,0.95,,,46,37,40,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/16/13,0,,,52,30,30,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/17/13,0,,,52,30,32,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/18/13,0,,,59,32,33,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/19/13,0,,,47,28,29,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/20/13,0,,,59,28,39,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/21/13,0,,,65,39,45,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/22/13,0.03,,,72,45,68,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/23/13,0.92,,,77,64,65,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/24/13,1.12,,,68,43,43,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/25/13,0,,,48,27,27,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/26/13,0,,,39,26,33,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/27/13,0,,,51,27,27,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/28/13,0,,,50,27,30,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/29/13,1.47,,,57,26,26,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/30/13,0.25,,,64,26,38,,,,,,,,,,,,,,
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,85.3,12/31/13,0,,,55,31,42,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/1/13,0.03,,,46,33,41,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/2/13,0.41,,,47,40,42,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/3/13,0,,,49,34,39,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/4/13,0,,,43,34,38,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/5/13,0,,,50,30,35,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/6/13,0,,,53,27,33,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/7/13,0,,,52,33,39,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/8/13,0,,,55,28,33,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/9/13,0,,,62,33,44,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/10/13,0,,,59,44,51,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/11/13,0.2,,,62,43,49,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/12/13,0,,,73,49,59,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/13/13,0,,,74,56,62,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/14/13,0,,,73,59,65,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/15/13,0,,,65,43,46,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/16/13,0,,,65,46,50,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/17/13,1.41,,,51,47,49,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/18/13,0.08,,,49,33,38,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/19/13,0,,,54,26,31,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/20/13,0,,,63,31,40,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/21/13,0,,,59,29,35,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/22/13,0,,,38,30,33,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/23/13,0,,,41,20,25,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/24/13,0,,,39,24,29,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/25/13,0.32,,,40,26,32,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/26/13,0,,,34,20,25,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/27/13,0,,,40,25,30,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/28/13,0.09,,,54,30,35,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/29/13,0,,,69,35,47,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/30/13,0,,,71,47,60,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,1/31/13,0.53,,,60,48,48,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,2/1/13,0,,,48,31,32,,,,,,,,,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,121.9,2/2/13,0,,,45,21,26,,,,,,,,,,,,,,
